orderId,couponUsed
226317,1
226318,1
226319,1
226320,1
226321,1
226323,1
226326,1
226329,1
226330,1
226332,1
226334,1
226335,1
226339,1
226342,1
226346,1
226349,1
226350,1
226351,1
226356,1
226363,1
226367,1
226368,1
226369,1
226371,1
226372,1
226374,1
226376,1
226380,1
226381,1
226387,1
226389,1
226390,1
226391,1
226395,1
226398,1
226399,1
226401,1
226402,1
226403,1
226409,1
226410,1
226411,1
226412,1
226414,1
226415,1
226417,1
226419,1
226420,1
226421,1
226425,1
226426,1
226427,1
226431,1
226432,1
226434,1
226435,1
226437,1
226438,1
226442,1
226443,1
226447,1
226450,1
226459,1
226462,1
226466,1
226471,1
226472,1
226473,1
226474,1
226475,1
226476,1
226477,1
226478,1
226479,1
226482,1
226485,1
226486,1
226487,1
226488,1
226489,1
226491,1
226503,1
226504,1
226505,1
226506,1
226507,1
226508,1
226509,1
226511,1
226512,1
226513,1
226515,1
226520,1
226522,1
226524,1
226525,1
226526,1
226530,1
226531,1
226534,1
226535,1
226538,1
226539,1
226540,1
226542,1
226543,1
226545,1
226549,1
226553,1
226555,1
226558,1
226560,1
226563,1
226566,1
226567,1
226570,1
226572,1
226574,1
226575,1
226578,1
226579,1
226580,1
226585,1
226586,1
226593,1
226596,1
226598,1
226600,1
226601,1
226602,1
226606,1
226610,1
226611,1
226612,1
226613,1
226614,1
226615,1
226616,1
226621,1
226622,1
226624,1
226627,1
226628,1
226633,1
226635,1
226641,1
226642,1
226643,1
226644,1
226645,1
226651,1
226658,1
226660,1
226665,1
226670,1
226671,1
226672,1
226676,1
226678,1
226681,1
226683,1
226684,1
226685,1
226686,1
226687,1
226691,1
226692,1
226695,1
226696,1
226699,1
226704,1
226705,1
226707,1
226708,1
226709,1
226712,1
226715,1
226717,1
226718,1
226719,1
226721,1
226723,1
226725,1
226727,1
226730,1
226732,1
226733,1
226734,1
226735,1
226736,1
226737,1
226739,1
226741,1
226742,1
226748,1
226753,1
226754,1
226756,1
226758,1
226759,1
226762,1
226763,1
226764,1
226767,1
226768,1
226769,1
226770,1
226772,1
226773,1
226774,1
226776,1
226777,1
226780,1
226783,1
226787,1
226792,1
226793,1
226795,1
226797,1
226799,1
226802,1
226805,1
226809,1
226815,1
226816,1
226817,1
226818,1
226821,1
226826,1
226829,1
226833,1
226838,1
226842,1
226846,1
226849,1
226850,1
226851,1
226852,1
226853,1
226854,1
226856,1
226857,1
226864,1
226866,1
226867,1
226869,1
226871,1
226873,1
226874,1
226876,1
226877,1
226878,1
226879,1
226881,1
226882,1
226884,1
226887,1
226888,1
226890,1
226891,1
226892,1
226896,1
226898,1
226903,1
226909,1
226911,1
226912,1
226915,1
226922,1
226924,1
226925,1
226926,1
226931,1
226934,1
226936,1
226938,1
226940,1
226941,1
226942,1
226946,1
226948,1
226953,1
226954,1
226956,1
226959,1
226960,1
226961,1
226962,1
226963,1
226964,1
226967,1
226969,1
226970,1
226971,1
226976,1
226977,1
226978,1
226979,1
226980,1
226981,1
226982,1
226983,1
226984,1
226989,1
226991,1
226993,1
226994,1
226995,1
227003,1
227004,1
227005,1
227011,1
227014,1
227022,1
227024,1
227026,1
227028,1
227029,1
227033,1
227034,1
227039,1
227040,1
227042,1
227043,1
227045,1
227048,1
227052,1
227053,1
227054,1
227057,1
227058,1
227060,1
227061,1
227064,1
227066,1
227077,1
227080,1
227084,1
227088,1
227089,1
227091,1
227092,1
227095,1
227096,1
227098,1
227099,1
227105,1
227106,1
227108,1
227116,1
227122,1
227124,1
227125,1
227126,1
227128,1
227129,1
227131,1
227132,1
227134,1
227135,1
227138,1
227140,1
227141,1
227143,1
227147,1
227150,1
227155,1
227159,1
227160,1
227163,1
227168,1
227169,1
227170,1
227171,1
227174,1
227180,1
227181,1
227182,1
227183,1
227185,1
227186,1
227187,1
227191,1
227194,1
227195,1
227196,1
227198,1
227199,1
227201,1
227207,1
227208,1
227209,1
227211,1
227212,1
227213,1
227214,1
227215,1
227217,1
227220,1
227221,1
227222,1
227224,1
227225,1
227226,1
227228,1
227230,1
227233,1
227234,1
227235,1
227236,1
227237,1
227238,1
227239,1
227240,1
227241,1
227243,1
227244,1
227245,1
227247,1
227248,1
227251,1
227253,1
227257,1
227259,1
227262,1
227266,1
227267,1
227269,1
227273,1
227274,1
227276,1
227277,1
227280,1
227282,1
227286,1
227287,1
227288,1
227289,1
227291,1
227293,1
227294,1
227295,1
227296,1
227297,1
227300,1
227304,1
227305,1
227309,1
227310,1
227311,1
227312,1
227315,1
227316,1
227317,1
227320,1
227321,1
227324,1
227327,1
227391,1
227397,1
227399,1
227402,1
227407,1
227408,1
227411,1
227413,1
227415,1
227416,1
227421,1
227422,1
227423,1
227426,1
227428,1
227429,1
227431,1
227432,1
227433,1
227436,1
227437,1
227439,1
227442,1
227452,1
227460,1
227464,1
227466,1
227467,1
227469,1
227478,1
227485,1
227490,1
227494,1
227501,1
227510,1
227512,1
227513,1
227517,1
227524,1
227544,1
227545,1
227547,1
227554,1
227559,1
227566,1
227582,1
227586,1
227589,1
227635,1
227636,1
227646,1
227660,1
227666,1
227690,1
227717,1
227718,1
227733,1
227753,1
227783,1
227793,1
227796,1
227841,1
227844,1
227867,1
227907,1
227913,1
227941,1
227953,1
227999,1
228000,1
228009,1
228024,1
228043,1
228053,1
228054,1
228069,1
228084,1
228148,1
228151,1
228178,1
228204,1
228220,1
228232,1
228236,1
228246,1
228257,1
228282,1
228291,1
228310,1
228340,1
228372,1
228416,1
228439,1
228470,1
228590,1
228622,1
228637,1
227486,1
227839,1
228109,1
228168,1
228605,1
228787,1
228792,1
228795,1
228799,1
228800,1
228801,1
228803,1
228804,1
228806,1
228807,1
228808,1
228810,1
228811,1
228814,1
228815,1
228817,1
228820,1
228824,1
228827,1
228829,1
228832,1
228833,1
228834,1
228835,1
228836,1
228839,1
228840,1
228841,1
228842,1
228843,1
228850,1
228851,1
228854,1
228856,1
228860,1
228861,1
228868,1
228869,1
228871,1
228872,1
228873,1
228876,1
228888,1
228890,1
228892,1
228894,1
228895,1
228898,1
228905,1
228912,1
228914,1
228915,1
228916,1
228917,1
228918,1
228921,1
228925,1
228930,1
228938,1
228941,1
228943,1
228948,1
228956,1
228957,1
228963,1
228969,1
228970,1
228973,1
228976,1
228977,1
228978,1
228979,1
228980,1
228981,1
228982,1
228985,1
228986,1
228989,1
228992,1
228998,1
229001,1
229002,1
229014,1
229016,1
229027,1
229028,1
229030,1
229035,1
229039,1
229042,1
229043,1
229044,1
229047,1
229049,1
229050,1
229051,1
229053,1
229064,1
229065,1
229070,1
229080,1
229085,1
229086,1
229087,1
229095,1
229097,1
229098,1
229101,1
229105,1
229115,1
229116,1
229118,1
229125,1
229129,1
229130,1
229136,1
229137,1
229147,1
229149,1
229153,1
229154,1
229156,1
229158,1
229159,1
229161,1
229169,1
229182,1
229186,1
229192,1
229193,1
229194,1
229196,1
229197,1
229201,1
229202,1
229203,1
229204,1
229205,1
229211,1
229216,1
229221,1
229222,1
229229,1
229232,1
229234,1
229238,1
229241,1
229243,1
229244,1
229246,1
229250,1
229251,1
229254,1
229256,1
229257,1
229258,1
229260,1
229266,1
229273,1
229278,1
229279,1
229283,1
229284,1
229287,1
229289,1
229293,1
229294,1
229295,1
229297,1
229298,1
229299,1
229302,1
229303,1
229304,1
229305,1
229309,1
229310,1
229317,1
229318,1
229327,1
229328,1
229336,1
229342,1
229343,1
229346,1
229348,1
229356,1
229359,1
229361,1
229363,1
229367,1
229374,1
229381,1
229384,1
229385,1
229386,1
229387,1
229388,1
229389,1
229393,1
229394,1
229403,1
229411,1
229419,1
229425,1
229429,1
229430,1
229441,1
229442,1
229445,1
229448,1
229455,1
229458,1
229459,1
229462,1
229463,1
229469,1
229474,1
229480,1
229482,1
229485,1
229486,1
229488,1
229494,1
229497,1
229501,1
229505,1
229509,1
229511,1
229512,1
229513,1
229517,1
229524,1
229532,1
229533,1
229536,1
229537,1
229545,1
229548,1
229549,1
229550,1
229552,1
229555,1
229561,1
229562,1
229563,1
229568,1
229569,1
229572,1
229574,1
229575,1
229577,1
229578,1
229579,1
229588,1
229595,1
229597,1
229599,1
229601,1
229606,1
229607,1
229615,1
229625,1
229627,1
229632,1
229637,1
229638,1
229640,1
229643,1
229648,1
229649,1
229656,1
229657,1
229658,1
229663,1
229668,1
229673,1
229675,1
229684,1
229694,1
229696,1
229697,1
229698,1
229699,1
229701,1
229706,1
229707,1
229716,1
229717,1
229718,1
229723,1
229725,1
229727,1
229728,1
229730,1
229733,1
229735,1
229738,1
229742,1
229747,1
229748,1
229749,1
229751,1
229752,1
229755,1
229763,1
229765,1
229768,1
229774,1
229777,1
229779,1
229780,1
229782,1
229784,1
229785,1
229793,1
229796,1
229800,1
229801,1
229803,1
229812,1
229813,1
229814,1
229822,1
229823,1
229827,1
229835,1
229850,1
229857,1
229863,1
229868,1
229871,1
229873,1
229878,1
229880,1
229889,1
229894,1
229895,1
229901,1
229909,1
229915,1
229922,1
229923,1
229924,1
229933,1
229934,1
229935,1
229938,1
229941,1
229943,1
229949,1
229951,1
229952,1
229955,1
229958,1
229964,1
229966,1
229970,1
229974,1
229975,1
229977,1
229980,1
229984,1
229987,1
229988,1
229989,1
229997,1
230001,1
230009,1
230013,1
230017,1
230019,1
230022,1
230025,1
230031,1
230032,1
230034,1
230037,1
230039,1
230041,1
230046,1
230047,1
230050,1
230051,1
230052,1
230053,1
230056,1
230064,1
230066,1
230068,1
230069,1
230070,1
230071,1
230081,1
230082,1
230087,1
230089,1
230090,1
230096,1
230098,1
230106,1
230107,1
230113,1
230116,1
230124,1
230125,1
230131,1
230135,1
230138,1
230139,1
230140,1
230148,1
230156,1
230171,1
230177,1
230179,1
230184,1
230188,1
230192,1
230196,1
230207,1
230209,1
230210,1
230213,1
230220,1
230223,1
230224,1
230230,1
230233,1
230238,1
230239,1
230241,1
230244,1
230246,1
230248,1
230252,1
230256,1
230259,1
230266,1
230267,1
230268,1
230270,1
230271,1
230273,1
230274,1
230277,1
230281,1
230285,1
230286,1
230288,1
230293,1
230294,1
230297,1
230299,1
230301,1
230305,1
230306,1
230316,1
230318,1
230323,1
230325,1
230327,1
230330,1
230332,1
230343,1
230344,1
230345,1
230346,1
230349,1
230350,1
230351,1
230352,1
230353,1
230355,1
230357,1
230363,1
230379,1
230380,1
230382,1
230385,1
230389,1
230393,1
230394,1
230397,1
230399,1
230402,1
230404,1
230406,1
230412,1
230414,1
230417,1
230419,1
230424,1
230431,1
230446,1
230449,1
230451,1
230458,1
230462,1
230464,1
230479,1
230480,1
230481,1
230484,1
230488,1
230490,1
230497,1
230502,1
230503,1
230508,1
230514,1
230516,1
230517,1
230521,1
230522,1
230526,1
230527,1
230548,1
230551,1
230553,1
230556,1
230561,1
230571,1
230574,1
230576,1
230578,1
230585,1
230586,1
230587,1
230601,1
230606,1
230614,1
230617,1
230619,1
230624,1
230629,1
230634,1
230635,1
230636,1
230639,1
230641,1
230643,1
230645,1
230647,1
230649,1
230651,1
230654,1
230657,1
230660,1
230669,1
230679,1
230681,1
230684,1
230691,1
230693,1
230700,1
230705,1
230707,1
230711,1
230713,1
230715,1
230719,1
230720,1
230739,1
230746,1
230748,1
230749,1
230751,1
230753,1
230754,1
230756,1
230758,1
230759,1
230761,1
230770,1
230771,1
230772,1
230775,1
230776,1
230777,1
230784,1
230790,1
230791,1
230792,1
230794,1
230798,1
230799,1
230801,1
230804,1
230806,1
230808,1
230816,1
230818,1
230823,1
230829,1
230832,1
230834,1
230842,1
230845,1
230846,1
230849,1
230852,1
230855,1
230859,1
230863,1
230879,1
230882,1
230884,1
230893,1
230903,1
230905,1
230907,1
230908,1
230909,1
230910,1
230925,1
230926,1
230930,1
230932,1
230933,1
230934,1
230935,1
230939,1
230941,1
230942,1
230946,1
230947,1
230956,1
230960,1
230962,1
230971,1
230973,1
230978,1
230981,1
230982,1
230983,1
230990,1
230992,1
230994,1
231017,1
231019,1
231024,1
231027,1
231031,1
231033,1
231035,1
231037,1
231038,1
231040,1
231047,1
231051,1
231052,1
231054,1
231059,1
231061,1
231062,1
231064,1
231069,1
231072,1
231080,1
231081,1
231097,1
231099,1
231103,1
231106,1
231110,1
231112,1
231113,1
231114,1
231118,1
231136,1
231137,1
231141,1
231143,1
231149,1
231162,1
231171,1
231182,1
231191,1
231193,1
231194,1
231199,1
231200,1
231201,1
231202,1
231203,1
231204,1
231213,1
231214,1
231216,1
231217,1
231218,1
231224,1
231227,1
231230,1
231231,1
231232,1
231235,1
231238,1
231242,1
231249,1
231251,1
231260,1
231261,1
231265,1
231273,1
231274,1
231275,1
231277,1
231283,1
231291,1
231301,1
231302,1
231304,1
231312,1
231314,1
231315,1
231325,1
231327,1
231328,1
231329,1
231336,1
231338,1
231340,1
231341,1
231342,1
231343,1
231345,1
231349,1
231362,1
231371,1
231372,1
231373,1
231378,1
231379,1
231386,1
231392,1
231394,1
231395,1
231399,1
231400,1
231403,1
231407,1
231410,1
231414,1
231424,1
231425,1
231428,1
231430,1
231431,1
231444,1
231445,1
231448,1
231449,1
231451,1
231452,1
231453,1
231456,1
231457,1
231459,1
231462,1
231482,1
231484,1
231486,1
231490,1
231493,1
231494,1
231496,1
231499,1
231501,1
231507,1
231513,1
231514,1
231516,1
231517,1
231520,1
231523,1
231524,1
231525,1
231526,1
231537,1
231538,1
231540,1
231542,1
231543,1
231548,1
231550,1
231559,1
231571,1
231573,1
231579,1
231585,1
231587,1
231591,1
231592,1
231596,1
231606,1
231610,1
231612,1
231615,1
231618,1
231626,1
231627,1
231632,1
231638,1
231641,1
231642,1
231643,1
231646,1
231647,1
231655,1
231658,1
231659,1
231662,1
231665,1
231669,1
231671,1
231676,1
231680,1
231683,1
231684,1
231685,1
231688,1
231692,1
231696,1
231698,1
231701,1
231705,1
231706,1
231710,1
231711,1
231712,1
231713,1
231714,1
231715,1
231716,1
231724,1
231731,1
231733,1
231735,1
231736,1
231738,1
231745,1
231746,1
231748,1
231749,1
231750,1
231754,1
231759,1
231766,1
231769,1
231775,1
231776,1
231777,1
231781,1
231785,1
231787,1
231790,1
231793,1
231796,1
231797,1
231798,1
231799,1
231804,1
231814,1
231815,1
231818,1
231824,1
231827,1
231830,1
231835,1
231839,1
231840,1
231844,1
231845,1
231850,1
231851,1
231854,1
231862,1
231864,1
231865,1
231876,1
231877,1
231880,1
231885,1
231886,1
231887,1
231892,1
231893,1
231895,1
231898,1
231902,1
231909,1
231912,1
231913,1
231917,1
231919,1
231928,1
231930,1
231932,1
231936,1
231938,1
231953,1
231962,1
231969,1
231970,1
231972,1
231973,1
231980,1
231989,1
231990,1
231991,1
231993,1
232001,1
232002,1
232004,1
232010,1
232011,1
232015,1
232023,1
232038,1
232041,1
232045,1
232046,1
232048,1
232052,1
232053,1
232059,1
232064,1
232066,1
232068,1
232072,1
232077,1
232081,1
232084,1
232085,1
232086,1
232091,1
232092,1
232094,1
232100,1
232123,1
232128,1
232129,1
232137,1
232140,1
232141,1
232142,1
232145,1
232151,1
232153,1
232158,1
232159,1
232161,1
232166,1
232167,1
232169,1
232170,1
232171,1
232172,1
232174,1
232176,1
232179,1
232181,1
232199,1
232208,1
232209,1
232211,1
232212,1
232215,1
232218,1
232223,1
232225,1
232226,1
232227,1
232228,1
232229,1
232232,1
232236,1
232246,1
232247,1
232252,1
232253,1
232256,1
232258,1
232260,1
232261,1
232262,1
232264,1
232271,1
232272,1
232273,1
232277,1
232278,1
232279,1
232281,1
232286,1
232287,1
232290,1
232292,1
232295,1
232297,1
232300,1
232308,1
232310,1
232311,1
232312,1
232315,1
232321,1
232322,1
232323,1
232325,1
232326,1
232329,1
232330,1
232332,1
232341,1
232343,1
232348,1
232350,1
232351,1
232356,1
232357,1
232358,1
232361,1
232365,1
232368,1
232373,1
232375,1
232376,1
232378,1
232380,1
232389,1
232395,1
232397,1
232400,1
232417,1
232419,1
232420,1
232424,1
232426,1
232427,1
232432,1
232439,1
232440,1
232441,1
232449,1
232451,1
232453,1
232454,1
232461,1
232463,1
232466,1
232469,1
232480,1
232492,1
232497,1
232498,1
232501,1
232502,1
232505,1
232506,1
232510,1
232512,1
232513,1
232514,1
232522,1
232527,1
232528,1
232529,1
232532,1
232533,1
232534,1
232537,1
232540,1
232542,1
232543,1
232546,1
232550,1
232551,1
229903,1
229917,1
229928,1
229962,1
229993,1
229996,1
230003,1
230049,1
230150,1
230205,1
230409,1
230435,1
230487,1
230520,1
230627,1
230779,1
230900,1
230912,1
231018,1
231101,1
231195,1
231278,1
231480,1
231557,1
231723,1
231755,1
232107,1
232173,1
232296,1
232475,1
232483,1
232518,1
232523,1
232524,1
232538,1
234796,1
234932,1
234933,1
234936,1
234937,1
234938,1
234940,1
234950,1
234951,1
234958,1
234961,1
234962,1
234968,1
234973,1
234979,1
234980,1
234983,1
234986,1
235002,1
235003,1
235008,1
235016,1
235026,1
235028,1
235039,1
235041,1
235051,1
235065,1
235076,1
235095,1
235116,1
235122,1
235125,1
235127,1
235131,1
235141,1
235152,1
235155,1
235157,1
235166,1
235186,1
235192,1
235194,1
235196,1
235200,1
235210,1
235217,1
235223,1
235224,1
235226,1
235249,1
235250,1
235265,1
235270,1
235282,1
235299,1
235350,1
235357,1
235364,1
235373,1
235409,1
235427,1
235443,1
235465,1
235485,1
235486,1
235488,1
235502,1
235509,1
235518,1
235524,1
235540,1
235551,1
235564,1
235577,1
235589,1
235592,1
235609,1
235610,1
235615,1
235632,1
235666,1
235673,1
235700,1
235713,1
235740,1
235755,1
235764,1
235787,1
235788,1
235871,1
235875,1
235885,1
235886,1
235905,1
235913,1
235948,1
235953,1
235994,1
236003,1
236029,1
236059,1
236072,1
236139,1
236206,1
236223,1
236226,1
236227,1
236230,1
236243,1
236244,1
236245,1
236250,1
236255,1
236263,1
236264,1
236265,1
236270,1
236292,1
236294,1
236301,1
236307,1
236315,1
236336,1
236361,1
236369,1
236376,1
236380,1
236386,1
236395,1
236400,1
236402,1
236407,1
236415,1
236426,1
236429,1
236451,1
236456,1
236466,1
236476,1
236478,1
236501,1
236529,1
236530,1
236573,1
236604,1
236608,1
236616,1
236630,1
236631,1
236689,1
236701,1
236707,1
236714,1
236717,1
236723,1
236724,1
236730,1
236740,1
234965,1
234972,1
234990,1
235001,1
235006,1
235009,1
235017,1
235035,1
235036,1
235037,1
235040,1
235046,1
235049,1
235060,1
235064,1
235091,1
235118,1
235123,1
235129,1
235132,1
235142,1
235143,1
235172,1
235193,1
235207,1
235236,1
235255,1
235340,1
235366,1
235369,1
235402,1
235453,1
235519,1
235522,1
235596,1
235630,1
235781,1
235803,1
235805,1
235859,1
235863,1
235884,1
235890,1
235894,1
235901,1
235908,1
235962,1
235974,1
235987,1
236191,1
236266,1
236267,1
236268,1
236318,1
236319,1
236323,1
236330,1
236343,1
236344,1
236347,1
236350,1
236359,1
236398,1
236440,1
236467,1
236472,1
236479,1
236502,1
236514,1
236580,1
236609,1
236632,1
236657,1
236671,1
236693,1
236700,1
236705,1
236715,1
236741,1
236747,1
236754,1
247325,1
249681,1
247310,1
251440,1
251826,1
252075,1
252101,1
252585,1
256071,1
256240,1
264901,1
266052,1
268388,1
268707,1
274798,1
277000,1
277981,1
282589,1
236848,1
236875,1
236889,1
236925,1
236928,1
236948,1
237027,1
237032,1
237052,1
237105,1
237112,1
237120,1
237150,1
237152,1
237235,1
237285,1
237355,1
237361,1
237476,1
237487,1
237517,1
237525,1
237646,1
237748,1
237785,1
237857,1
237894,1
237923,1
238022,1
238033,1
238072,1
238087,1
238094,1
238184,1
238271,1
238279,1
238326,1
238370,1
238413,1
238427,1
238549,1
238581,1
238603,1
238647,1
238723,1
238802,1
238889,1
238898,1
238914,1
238959,1
239016,1
239019,1
239038,1
239043,1
239205,1
239220,1
239346,1
239349,1
239364,1
239407,1
239441,1
239517,1
239625,1
239647,1
239709,1
239894,1
239942,1
239949,1
240120,1
240121,1
240127,1
240206,1
240293,1
240419,1
240517,1
240588,1
240613,1
240640,1
240655,1
240977,1
241046,1
241174,1
241491,1
242452,1
242837,1
244542,1
244657,1
244736,1
244762,1
244784,1
244902,1
245065,1
245140,1
245350,1
245403,1
245582,1
245639,1
246147,1
246446,1
246527,1
246586,1
246628,1
246914,1
246923,1
247334,1
247475,1
247834,1
247920,1
247949,1
248508,1
250033,1
250358,1
250894,1
251761,1
252300,1
252760,1
258283,1
259576,1
261122,1
263725,1
266173,1
266685,1
269833,1
273009,1
276495,1
278726,1
278763,1
279038,1
279050,1
279493,1
279513,1
279747,1
280622,1
281021,1
281372,1
281464,1
284244,1
284766,1
285525,1
285681,1
285921,1
285974,1
285992,1
286000,1
286028,1
286733,1
286986,1
287171,1
287515,1
287773,1
287915,1
288345,1
288454,1
288546,1
289074,1
289749,1
290041,1
290198,1
290319,1
290367,1
290521,1
290543,1
290616,1
290865,1
291928,1
292924,1
293374,1
293479,1
293494,1
293743,1
293827,1
294070,1
295382,1
295799,1
295972,1
296142,1
296196,1
296228,1
296259,1
296484,1
296591,1
296727,1
296790,1
296867,1
297040,1
297074,1
297143,1
297245,1
297348,1
297839,1
297936,1
297968,1
298134,1
298141,1
298144,1
298258,1
298938,1
299016,1
299051,1
299496,1
299652,1
300845,1
301700,1
302821,1
303806,1
304563,1
304655,1
305036,1
305055,1
305500,1
306323,1
306714,1
306918,1
306974,1
307091,1
307117,1
307242,1
307317,1
307344,1
307573,1
307622,1
307991,1
308311,1
308389,1
308462,1
308567,1
308955,1
309045,1
309068,1
309552,1
309668,1
309677,1
310206,1
310397,1
310473,1
310811,1
311692,1
311760,1
311802,1
311884,1
312164,1
312462,1
312902,1
313047,1
313060,1
313091,1
313398,1
313451,1
313827,1
313925,1
313930,1
314164,1
314435,1
314662,1
314668,1
314679,1
314689,1
314806,1
314817,1
314861,1
315150,1
315172,1
315193,1
315392,1
315524,1
315536,1
315607,1
315737,1
315893,1
316166,1
316186,1
316253,1
316297,1
316322,1
316346,1
316754,1
316809,1
316912,1
316932,1
317097,1
317204,1
317223,1
317253,1
317508,1
317664,1
317710,1
317856,1
318129,1
318167,1
318382,1
318487,1
318597,1
318768,1
318773,1
318907,1
318918,1
318958,1
318989,1
319088,1
319271,1
319300,1
319378,1
319381,1
319419,1
319456,1
319523,1
319752,1
319755,1
319866,1
319947,1
238822,1
239044,1
239345,1
239924,1
240299,1
240477,1
240814,1
242341,1
246497,1
246995,1
247348,1
249518,1
252135,1
276236,1
276502,1
276800,1
